nohhold,nomem,weeknr,burgst,jrbs,kk,hkk,kidout,hkidout,gesl01,gesl02,gesl03,gesl04,gesl05,gesl06,gesl07,gesl08,gesl09,gesl10,gesl11,gesl12,gesl13,gesl14,gesl15,bezig_01,bezig_02,bezig_03,bezig_04,bezig_05,bezig_06,bezig_07,bezig_08,bezig_09,bezig_10,bezig_11,bel_bezig,vut,rvut,bet,ooitw,branche,dnb201,dnb215,dnb220,loond2,loond3,maats,zelfst,uren,uren2,uurwerk,mwerk,ewerk,jfull,jpart,jaarw,maandw,reis,pob,poc,aanbv,rpensbv,apensbv,wpens,dnb88,pfondsjn,pfonds01,pfonds02,pfonds03,pfonds04,pfonds05,pfonds06,pfonds07,pfonds08,pfonds09,pfonds10,pfonds12,pfonds13,pfonds14,pfonds15,pfonds16,pfonds17,pfonds18,pfonds19,pfonds20,pfonds21,pfonds23,pfonds24,pfonds25,pfonds26,pfonds28,pfonds29,pfonds30,pfonds31,pfonds32,pfonds33,pfonds34,pfonds35,pfonds36,pfonds37,pfonds38,pfonds39,pfonds40,pfonds41,pfonds42,pfonds43,pfonds44,pfonds45,pfonds46,pfonds47,pfonds48,pfonds49,pfonds50,pfonds51,pfonds52,pfonds53,dnb911,dnb912,dnb913,dnb914,dnb915,dnb916,dnb917,draag,index2010,ws031,ws031ja,vr1a,vr1b,vr1d,vr1a2,vr1b2,vr1d2,vr1a3,vr1b3,vr1d3,vr1a4,vr1b4,vr1d4,vr1a5,vr1b5,vr1d5,vr1a6,vr1b6,vr1d6,vr1a7,vr1b7,vr1d7,vr1a8,vr1b8,vr1d8,ws033,ws033ja,ws033a01,ws033a02,ws033a03,ws033a04,ws033a05,ws033a06,ws033a07,ws033a08,ws033a09,ws033a10,ws033a12,ws033a13,ws033a14,ws033a15,ws033a16,ws033a17,ws033a18,ws033a19,ws033a20,ws033a21,ws033a23,ws033a24,ws033a25,ws033a26,ws033a28,ws033a29,ws033a30,ws033a31,ws033a32,ws033a33,ws033a34,ws033a35,ws033a36,ws033a37,ws033a38,ws033a39,ws033a40,ws033a41,ws033a42,ws033a43,ws033a44,ws033a45,ws033a46,ws033a47,ws033a48,ws033a49,ws033a50,ws033a51,ws033a52,ws033a53,ka1pens,ka2pens,lftpens,lftpens_mnd,aow1,dnb219,dnb219_mnd,aow2,dnb203,percpens,dnb94,dnb95,dnb96,dnb206a,dnb206b,dnb207a,dnb207b,dnb116,dnb210,dnb117,bijbaan,hbijb,pens_bijbaan,zwerk,jwerkl,mwerkl,ploon,lastloon,rwega,zoek,rnzoek,xmin1jn,mlon1,mlonp1,rawerk1,rawerk2,rawerk3,rawerk4,rawerk5,rawerk6,rawerk7,rawerk8,rawerk9,rawerk10,rawerk11,jawerk,mawerk,hzoek1,hzoek2,hzoek3,hzoek4,hzoek5,hzoek6,hzoek7,hzoek8,hzoek9,hsol,auur,netloon,perloon,xminl2jn,mloon,mloonp,loonm,perloonm,hloonv,loonvp,duur
77954,2,201917,1,2004,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,1,1,5,NA,NA,2,1,15,NA,5,NA,5,NA,3,1,35,NA,NA,NA,NA,14,11,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,NA,NA,2,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2000,NA,NA,NA,NA,107,11,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1643
77997,1,201915,1,1983,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,12,1,1,NA,1,1,NA,NA,NA,30,36,NA,NA,40,40,100,8,25,NA,NA,NA,NA,NA,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,3,abp,2018,0,vervoer,2018,0,koopvaardij,2018,0,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,80,67,4,1,NA,NA,NA,NA,70,3,2,1,2,20,2,3,1,NA,2400,1,16,1,16,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133
78034,1,201913,1,1973,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,10,1,3,2,1,4,NA,2,50,1,2,NA,NA,40,NA,46,NA,NA,38,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,4,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2800,NA,NA,NA,NA,112,12,3,2150,18,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211
78097,2,201914,1,2009,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13,2,3,NA,1,2,NA,NA,NA,24,24,NA,NA,14,9,103,4,40,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Zorg en welzijn,2018,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1,1,NA,700,4,NA,NA,24,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715
78149,1,201913,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,15,1,5,NA,1,2,NA,NA,NA,32,32,NA,NA,2,0,117,8,35,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,1,ABN Amro,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,75,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,2,3,2,NA,1400,4,NA,NA,24,NA,NA,NA,NA,NA,4,NA,1,1400,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944
78175,2,201914,1,1987,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,1,3,2,1,15,NA,1,90,5,NA,3,1,40,NA,NA,NA,NA,40,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,NA,1,3,ABP,2017,30000,NN,2017,25000,Aegon,2017,15000,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,2,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,117,12,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195
78201,1,201915,6,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,7,NA,3,2,1,13,NA,4,NA,1,1,NA,NA,40,NA,80,NA,NA,45,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,4,2,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,NA,NA,NA,NA,64,4,3,10,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2716
78219,1,201913,2,2001,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,5,4,NA,1,2,NA,NA,NA,38,38,NA,NA,32,0,118,3,25,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,1,2,ABN AMRO,2018,NA,Rabobank,2018,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,3,2,NA,NA,1600,4,NA,NA,36,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,1,1,0,0,0,1,0,0,0,115,6,1,0,0,1,1,1,0,0,0,2,36,2200,2,2,NA,NA,NA,NA,NA,NA,1193
78221,1,201914,1,1964,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,2,1,12,NA,1,70,1,1,NA,NA,36,NA,36,NA,NA,35,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,4,2,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,111,1,3,2000,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087
78221,2,201914,1,1964,1,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,2,1,13,NA,1,NA,1,1,NA,NA,26,NA,26,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,5,1,1,Zorg welzijn,2018,6000,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,96,1,3,800,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843
78235,1,201918,3,1995,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,2,4,NA,1,2,NA,NA,NA,38,40,NA,NA,30,0,90,9,20,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,1,nationale nederlanden+pgb,2017,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,2,1,2,NA,2000,4,NA,NA,40,NA,NA,NA,NA,NA,4,NA,1,2600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609
78241,1,201916,1,2004,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,15,1,6,NA,1,2,NA,NA,NA,40,50,NA,NA,20,0,119,4,30,NA,NA,NA,NA,NA,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,1,1,Metalektro,2018,23,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,70,9,3,NA,NA,NA,NA,70,1,NA,2,NA,NA,2,1,3,NA,2000,4,NA,NA,32,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690
78248,1,201917,1,1983,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13,2,2,NA,1,2,NA,NA,NA,18,22,NA,NA,10,29,80,8,30,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,PGGM,2017,12740,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,67,9,1,NA,NA,NA,NA,100,2,1,3,3,NA,2,1,2,NA,1800,4,NA,NA,18,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1733470
78274,1,201914,1,1977,1,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,2,1,8,NA,3,70,1,2,NA,NA,38,NA,45,NA,NA,45,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,4,1,2,Holland Amerika Lijn,2018,920,ASR,2018,20220,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,3,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,115,7,3,2800,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747
78351,1,201913,5,1989,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,2,3,2,1,13,NA,3,NA,1,2,NA,NA,40,NA,45,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,NA,NA,1,3,aow,2018,14978,pgm,2019,5271,nat nederlanden,2018,407,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,71,1,3,100,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615
78371,1,201915,1,1990,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13,2,2,NA,1,2,NA,NA,NA,32,34,NA,NA,37,0,83,3,15,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,Zorg en welzijn,2018,38110,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,65,0,2,NA,NA,NA,2,100,2,1,3,3,NA,2,1,1,NA,2000,4,NA,NA,28,NA,NA,NA,NA,NA,4,NA,1,2800,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720
78371,2,201917,1,1990,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,13,2,4,NA,1,1,NA,NA,NA,28,30,NA,NA,9,27,88,3,15,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,2,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,25,63,6,2,NA,NA,NA,2,100,3,1,3,3,NA,2,1,3,NA,2300,4,NA,NA,28,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813814
